Cueanexo,Jurisdicción,Código de departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
260030000,Chubut,26077,1.0,,,1.0,
260030200,Chubut,26077,1.0,1.0,1.0,,
260030202,Chubut,26077,1.0,,1.0,,
260030300,Chubut,26077,1.0,,,1.0,
260030400,Chubut,26077,1.0,,1.0,1.0,
260030500,Chubut,26042,1.0,,1.0,1.0,
260030600,Chubut,26042,1.0,,,1.0,
260030700,Chubut,26077,1.0,,1.0,1.0,
260030800,Chubut,26077,1.0,,,,1.0
260030900,Chubut,26077,1.0,,,1.0,
260031000,Chubut,26021,1.0,,1.0,,
260031200,Chubut,26007,,,,,
260031300,Chubut,26014,1.0,,,1.0,
260031500,Chubut,26021,1.0,,,1.0,
260031600,Chubut,26084,1.0,,,1.0,
260031700,Chubut,26021,1.0,,1.0,1.0,
260031800,Chubut,26021,1.0,1.0,1.0,,
260031900,Chubut,26028,1.0,,,1.0,
260032000,Chubut,26077,1.0,,,1.0,
260032100,Chubut,26077,1.0,,,1.0,
260032200,Chubut,26077,1.0,,,1.0,
260032400,Chubut,26077,1.0,,,1.0,
260032500,Chubut,26077,1.0,,,1.0,
260032600,Chubut,26007,1.0,,,1.0,
260032700,Chubut,26021,1.0,,1.0,,
260032800,Chubut,26021,1.0,,1.0,,
260032900,Chubut,26077,1.0,,1.0,1.0,
260033000,Chubut,26077,1.0,,1.0,1.0,
260033100,Chubut,26077,1.0,,1.0,,
260033300,Chubut,26007,1.0,,1.0,1.0,
260033400,Chubut,26021,,,,,
260033500,Chubut,26021,,,,,
260033600,Chubut,26021,1.0,,,,
260033700,Chubut,26014,1.0,1.0,1.0,1.0,
260033800,Chubut,26014,1.0,,,1.0,
260033900,Chubut,26077,1.0,,,1.0,
260034000,Chubut,26021,1.0,,,1.0,
260034300,Chubut,26021,1.0,1.0,1.0,,
260034500,Chubut,26021,1.0,,,1.0,
260034900,Chubut,26007,1.0,1.0,1.0,,
260035100,Chubut,26091,1.0,,,,1.0
260035200,Chubut,26091,1.0,,1.0,1.0,
260035300,Chubut,26098,1.0,,,1.0,
260035500,Chubut,26035,1.0,,,,1.0
260035600,Chubut,26035,1.0,,,1.0,
260035700,Chubut,26056,1.0,,1.0,1.0,
260035900,Chubut,26035,1.0,,1.0,1.0,
260036100,Chubut,26035,1.0,,1.0,1.0,
260036300,Chubut,26035,1.0,,,1.0,
260036400,Chubut,26035,1.0,,1.0,1.0,
260036500,Chubut,26021,,,,,
260036600,Chubut,26021,1.0,,,1.0,
260036700,Chubut,26077,1.0,,,1.0,
260036800,Chubut,26021,1.0,,,1.0,
260036900,Chubut,26021,1.0,,,1.0,
260037000,Chubut,26021,1.0,,,1.0,
260037100,Chubut,26007,1.0,,1.0,,
260037200,Chubut,26007,1.0,,,1.0,
260037300,Chubut,26007,1.0,,,1.0,
260037400,Chubut,26007,1.0,,,,1.0
260037500,Chubut,26021,1.0,,,1.0,
260037600,Chubut,26021,1.0,,,1.0,
260037700,Chubut,26021,1.0,,,,1.0
260037800,Chubut,26077,,,,,
260037900,Chubut,26077,1.0,,,1.0,
260038100,Chubut,26077,1.0,,1.0,1.0,
260038200,Chubut,26077,1.0,,1.0,,
260038300,Chubut,26007,1.0,,1.0,1.0,
260038400,Chubut,26021,1.0,,1.0,,
260038500,Chubut,26021,1.0,,,1.0,
260038600,Chubut,26021,1.0,,,1.0,
260038700,Chubut,26014,1.0,,,1.0,
260038800,Chubut,26007,1.0,,,,1.0
260038900,Chubut,26007,1.0,,,,1.0
260039000,Chubut,26077,,,,,
260039100,Chubut,26077,1.0,,1.0,,
260039200,Chubut,26021,1.0,,,1.0,
260039300,Chubut,26007,1.0,,,1.0,
260039400,Chubut,26077,1.0,,,1.0,
260039500,Chubut,26007,1.0,,,1.0,
260039600,Chubut,26007,1.0,,,1.0,
260039700,Chubut,26021,1.0,,,,1.0
260039800,Chubut,26021,1.0,,,1.0,
260039900,Chubut,26021,1.0,,,,1.0
260039901,Chubut,26021,,,,,
260040000,Chubut,26077,1.0,,,,1.0
260040100,Chubut,26077,1.0,,,1.0,
260040200,Chubut,26077,1.0,,,1.0,
260040300,Chubut,26007,1.0,,,1.0,
260040500,Chubut,26007,1.0,,1.0,,
260040600,Chubut,26021,1.0,,,1.0,
260040700,Chubut,26021,1.0,,,1.0,
260040800,Chubut,26021,1.0,,,,1.0
260040801,Chubut,26021,,,,,
260040900,Chubut,26077,1.0,,,,1.0
260041000,Chubut,26077,1.0,,,,1.0
260041100,Chubut,26077,1.0,,1.0,1.0,
260041200,Chubut,26077,1.0,,,1.0,
260041300,Chubut,26077,1.0,,1.0,1.0,
260041500,Chubut,26021,1.0,,,,
260041600,Chubut,26077,1.0,,1.0,1.0,
260041700,Chubut,26035,1.0,,,,1.0
260041800,Chubut,26035,1.0,,,,1.0
260041900,Chubut,26035,1.0,,,1.0,
260042000,Chubut,26014,1.0,,1.0,1.0,
260042100,Chubut,26007,1.0,,1.0,,
260042200,Chubut,26007,1.0,1.0,1.0,,
260042300,Chubut,26035,1.0,,,1.0,
260042400,Chubut,26035,1.0,,1.0,,
260042500,Chubut,26035,1.0,,,,1.0
260042600,Chubut,26077,1.0,,,1.0,
260042700,Chubut,26077,1.0,,1.0,,
260042701,Chubut,26077,1.0,,1.0,,
260042800,Chubut,26021,1.0,,,1.0,
260042900,Chubut,26021,1.0,,,,1.0
260042901,Chubut,26021,,,,,
260043000,Chubut,26021,1.0,,,,1.0
260043100,Chubut,26077,1.0,,,,1.0
260043200,Chubut,26021,1.0,,,,1.0
260043300,Chubut,26021,,,,,
260043500,Chubut,26077,1.0,,,,1.0
260043600,Chubut,26035,1.0,,,,1.0
260043700,Chubut,26077,,,,,
260043900,Chubut,26021,1.0,,,,1.0
260044000,Chubut,26077,1.0,,,,1.0
260044400,Chubut,26021,1.0,,,,1.0
260044500,Chubut,26077,1.0,,,,1.0
260044600,Chubut,26021,1.0,,,,1.0
260044700,Chubut,26007,1.0,,,,1.0
260044800,Chubut,26035,1.0,,,1.0,
260044900,Chubut,26021,1.0,,,1.0,
260045000,Chubut,26077,,,,,
260045100,Chubut,26035,,,,,
260045700,Chubut,26007,,,,,
260045800,Chubut,26021,,,,,
260045801,Chubut,26021,,,,,
260045900,Chubut,26077,,,,,
260045901,Chubut,26077,,,,,
260046000,Chubut,26042,,,,,
260046001,Chubut,26042,,,,,
260046100,Chubut,26035,,,,,
260046101,Chubut,26035,,,,,
260046300,Chubut,26014,,,,,
260046302,Chubut,26014,,,,,
260046304,Chubut,26014,,,,,
260046400,Chubut,26007,1.0,,,,1.0
260046500,Chubut,26035,1.0,,,,1.0
260046600,Chubut,26077,,,,,
260046700,Chubut,26014,1.0,,,,1.0
260046800,Chubut,26007,,,,,
260046900,Chubut,26021,,,,,
260047000,Chubut,26021,1.0,,,,1.0
260047100,Chubut,26021,1.0,,1.0,,
260047200,Chubut,26007,,,,,
260047300,Chubut,26021,1.0,1.0,1.0,,
260047700,Chubut,26021,1.0,,,,
260048200,Chubut,26077,,,,,
260048300,Chubut,26021,,,,,
260048400,Chubut,26021,1.0,,,,1.0
260048600,Chubut,26021,1.0,,,,
260048700,Chubut,26021,1.0,,1.0,,
260048800,Chubut,26021,1.0,,1.0,,
260048803,Chubut,26021,1.0,,1.0,,
260048900,Chubut,26035,1.0,1.0,,,
260049200,Chubut,26021,1.0,,1.0,,
260049300,Chubut,26077,1.0,,1.0,,
260049301,Chubut,26077,1.0,,1.0,,
260049400,Chubut,26077,1.0,,,1.0,
260049500,Chubut,26035,1.0,,1.0,1.0,
260049501,Chubut,26035,,,,,
260049600,Chubut,26091,,,,,
260049700,Chubut,26077,1.0,1.0,1.0,,
260049800,Chubut,26077,1.0,,1.0,,
260049900,Chubut,26014,1.0,,1.0,,
260050000,Chubut,26014,1.0,,1.0,,
260050001,Chubut,26014,1.0,,1.0,,
260050002,Chubut,26014,1.0,,1.0,,
260050100,Chubut,26077,,,,,
260050300,Chubut,26077,1.0,,,,1.0
260050800,Chubut,26077,1.0,1.0,,,
260050802,Chubut,26077,1.0,1.0,1.0,,
260050803,Chubut,26077,1.0,,1.0,,
260050804,Chubut,26077,1.0,,1.0,,
260050805,Chubut,26077,1.0,,1.0,,
260050806,Chubut,26077,1.0,1.0,1.0,,
260050807,Chubut,26077,1.0,,1.0,,
260051000,Chubut,26077,1.0,,,,
260051200,Chubut,26021,1.0,,,1.0,
260051300,Chubut,26021,1.0,,1.0,,
260051400,Chubut,26077,,,,,
260051500,Chubut,26007,,,,,
260051600,Chubut,26077,,,,,
260051800,Chubut,26035,1.0,,,1.0,
260051900,Chubut,26021,1.0,,,1.0,
260052000,Chubut,26049,1.0,,1.0,1.0,
260052100,Chubut,26007,1.0,,,1.0,
260052200,Chubut,26007,1.0,1.0,1.0,,
260052300,Chubut,26007,1.0,,1.0,,
260052400,Chubut,26035,1.0,,1.0,,
260052500,Chubut,26077,1.0,,1.0,,
260052501,Chubut,26077,1.0,,1.0,,
260052600,Chubut,26077,1.0,,1.0,,
260052700,Chubut,26091,1.0,,1.0,1.0,
260052800,Chubut,26007,1.0,,1.0,,
260052900,Chubut,26007,1.0,,1.0,,
260053000,Chubut,26007,1.0,,1.0,,
260053100,Chubut,26007,1.0,,1.0,,
260053300,Chubut,26021,1.0,,1.0,,
260053301,Chubut,26021,1.0,1.0,1.0,,
260053303,Chubut,26021,1.0,1.0,,,
260053304,Chubut,26021,1.0,1.0,1.0,,
260053305,Chubut,26021,1.0,1.0,1.0,,
260053306,Chubut,26021,1.0,1.0,1.0,,
260053307,Chubut,26021,1.0,1.0,,,
260053309,Chubut,26021,1.0,1.0,1.0,,
260053310,Chubut,26021,1.0,1.0,,,
260053311,Chubut,26021,1.0,1.0,,,
260053400,Chubut,26021,1.0,,,,1.0
260053600,Chubut,26014,1.0,,1.0,,
260053900,Chubut,26077,1.0,1.0,1.0,,
260054000,Chubut,26077,1.0,1.0,1.0,,
260054300,Chubut,26035,1.0,,1.0,,
260054400,Chubut,26007,1.0,,1.0,,
260054401,Chubut,26007,1.0,,1.0,,
260054700,Chubut,26035,1.0,1.0,,,
260054800,Chubut,26098,1.0,,1.0,,
260055100,Chubut,26035,,,,,
260055200,Chubut,26042,,,,,
260055300,Chubut,26007,,,,,
260055400,Chubut,26035,,,,,
260055500,Chubut,26035,,,,,
260055600,Chubut,26077,,,,,
260055700,Chubut,26077,,,,,
260055800,Chubut,26021,,,,,
260056000,Chubut,26035,1.0,,,,1.0
260056200,Chubut,26077,1.0,,,,
260056201,Chubut,26021,1.0,,,,
260056300,Chubut,26014,1.0,,,,1.0
260056400,Chubut,26042,1.0,,,,1.0
260056500,Chubut,26077,1.0,,,1.0,
260056600,Chubut,26007,1.0,,,,1.0
260056700,Chubut,26077,1.0,,,,1.0
260056900,Chubut,26007,,,,,
260057000,Chubut,26091,1.0,1.0,,,
260057200,Chubut,26070,1.0,,,,1.0
260057201,Chubut,26070,,,,,
260057300,Chubut,26077,,,,,
260057600,Chubut,26077,,,,,
260057700,Chubut,26077,1.0,1.0,1.0,,
260057800,Chubut,26021,1.0,,,,
260057900,Chubut,26077,,,,,
260058000,Chubut,26042,1.0,,,,1.0
260058100,Chubut,26035,1.0,,,,1.0
260058101,Chubut,26035,,,,,
260058200,Chubut,26014,1.0,,,,1.0
260058300,Chubut,26077,1.0,1.0,,,
260058301,Chubut,26077,1.0,1.0,,,
260058400,Chubut,26021,1.0,,,1.0,
260058500,Chubut,26014,,,,,
260058700,Chubut,26098,1.0,,1.0,,
260058800,Chubut,26007,1.0,1.0,1.0,,
260058900,Chubut,26084,1.0,1.0,1.0,,
260059000,Chubut,26042,1.0,,,,1.0
260059001,Chubut,26042,,,,,
260059100,Chubut,26077,1.0,,,1.0,
260059200,Chubut,26077,1.0,,1.0,,
260059300,Chubut,26021,1.0,,,1.0,
260059400,Chubut,26021,1.0,1.0,1.0,,
260059500,Chubut,26056,1.0,,,,1.0
260059600,Chubut,26098,1.0,,,,1.0
260059700,Chubut,26077,,,,,
260059800,Chubut,26035,1.0,1.0,1.0,,
260059801,Chubut,26035,1.0,1.0,,,
260059802,Chubut,26035,1.0,1.0,,,
260059900,Chubut,26077,1.0,,,,
260060000,Chubut,26035,1.0,,1.0,1.0,
260060200,Chubut,26035,,,,,
260060300,Chubut,26098,,,,,
260060400,Chubut,26091,,,,,
260060600,Chubut,26035,,,,,
260061100,Chubut,26077,1.0,,,,
260061101,Chubut,26021,1.0,,,,
260061200,Chubut,26077,1.0,1.0,1.0,,
260061201,Chubut,26077,1.0,1.0,,,
260061202,Chubut,26077,1.0,1.0,,,
260061203,Chubut,26077,1.0,1.0,,,
260061204,Chubut,26077,1.0,1.0,,,
260061205,Chubut,26077,1.0,1.0,,,
260061206,Chubut,26077,1.0,1.0,,,
260061300,Chubut,26014,1.0,1.0,,,
260061400,Chubut,26021,1.0,,,,1.0
260061500,Chubut,26007,1.0,,,,
260061600,Chubut,26007,1.0,,,,1.0
260061700,Chubut,26007,1.0,,,,1.0
260061800,Chubut,26007,1.0,,,,1.0
260061900,Chubut,26091,1.0,,1.0,,
260061901,Chubut,26091,1.0,,1.0,,
260062000,Chubut,26077,,,,,
260062200,Chubut,26077,1.0,,,,1.0
260062300,Chubut,26021,1.0,,1.0,,
260062500,Chubut,26007,1.0,,1.0,,
260062800,Chubut,26021,1.0,,,1.0,
260062900,Chubut,26007,1.0,1.0,1.0,,
260063000,Chubut,26007,1.0,1.0,1.0,,
260063200,Chubut,26007,1.0,,1.0,,
260063300,Chubut,26021,1.0,,1.0,,
260063400,Chubut,26007,1.0,1.0,1.0,,
260063500,Chubut,26021,1.0,,1.0,,
260063600,Chubut,26014,1.0,,,,
260063601,Chubut,26014,1.0,,,,
260063602,Chubut,26014,1.0,,,,
260063900,Chubut,26077,,,,,
260064100,Chubut,26042,1.0,1.0,1.0,,
260064101,Chubut,26042,1.0,,1.0,,
260064300,Chubut,26014,1.0,,,,1.0
260064400,Chubut,26007,1.0,,,,1.0
260064500,Chubut,26007,1.0,,,,1.0
260064600,Chubut,26035,1.0,,,,1.0
260064700,Chubut,26077,1.0,,,,1.0
260064800,Chubut,26077,1.0,,,,1.0
260064900,Chubut,26042,1.0,,,,1.0
260065000,Chubut,26077,1.0,,,,1.0
260065100,Chubut,26021,1.0,,,,1.0
260065200,Chubut,26021,1.0,,,,1.0
260065300,Chubut,26021,1.0,,,,1.0
260065400,Chubut,26014,1.0,,,,1.0
260065500,Chubut,26014,,,,,
260065600,Chubut,26007,1.0,,,,1.0
260065700,Chubut,26077,1.0,,,,1.0
260065800,Chubut,26021,1.0,,,,1.0
260065900,Chubut,26021,1.0,,,,1.0
260066000,Chubut,26077,1.0,,1.0,,
260066001,Chubut,26077,1.0,,,1.0,
260066100,Chubut,26021,1.0,,,,1.0
260066200,Chubut,26056,1.0,,1.0,,
260066300,Chubut,26007,1.0,,,1.0,
260066400,Chubut,26021,1.0,,1.0,,
260066500,Chubut,26077,1.0,,1.0,,
260066501,Chubut,26077,1.0,,1.0,,
260066700,Chubut,26021,,,,,
260066900,Chubut,26077,1.0,1.0,1.0,,
260067100,Chubut,26014,,,,,
260067101,Chubut,26014,,,,,
260067103,Chubut,26014,,,,,
260067300,Chubut,26007,,,,,
260067400,Chubut,26021,1.0,,,,
260067500,Chubut,26014,1.0,,,,
260067501,Chubut,26014,,,,,
260067600,Chubut,26077,1.0,,,1.0,
260067700,Chubut,26077,,,,,
260067800,Chubut,26021,1.0,,,,1.0
260067900,Chubut,26021,1.0,,,,1.0
260068000,Chubut,26035,1.0,,1.0,,
260068100,Chubut,26035,1.0,,1.0,,
260068200,Chubut,26077,1.0,,1.0,,
260068300,Chubut,26021,1.0,1.0,1.0,1.0,1.0
260068400,Chubut,26035,,,,,
260068600,Chubut,26077,1.0,1.0,1.0,,
260068700,Chubut,26021,1.0,,1.0,,
260068701,Chubut,26021,1.0,,1.0,,
260068800,Chubut,26021,1.0,,,,
260069400,Chubut,26021,1.0,,,1.0,
260069700,Chubut,26021,1.0,,,,1.0
260069800,Chubut,26077,1.0,,,,1.0
260069900,Chubut,26035,,,,,
260070100,Chubut,26007,1.0,,,,1.0
260070200,Chubut,26035,1.0,,,,1.0
260070201,Chubut,26056,1.0,,,,1.0
260070202,Chubut,26035,1.0,,,,1.0
260070203,Chubut,26056,1.0,,,,1.0
260070204,Chubut,26035,1.0,,,,1.0
260070205,Chubut,26014,1.0,,,,1.0
260070206,Chubut,26035,1.0,,,,1.0
260070207,Chubut,26035,1.0,,,,1.0
260070208,Chubut,26056,1.0,,,,1.0
260070209,Chubut,26056,1.0,,,,1.0
260070210,Chubut,26035,1.0,,,,1.0
260070211,Chubut,26035,1.0,,,,1.0
260070212,Chubut,26035,1.0,,,,1.0
260070300,Chubut,26014,1.0,,,,1.0
260070301,Chubut,26014,1.0,,,,1.0
260070303,Chubut,26014,1.0,,,,1.0
260070400,Chubut,26035,,,,,
260070500,Chubut,26007,,,,,
260070600,Chubut,26007,1.0,,,,1.0
260070700,Chubut,26028,1.0,1.0,1.0,,
260070800,Chubut,26021,1.0,,1.0,,
260070900,Chubut,26035,1.0,1.0,1.0,,
260071200,Chubut,26077,1.0,1.0,1.0,,
260071300,Chubut,26035,,,,,
260071500,Chubut,26021,1.0,1.0,1.0,,
260071600,Chubut,26014,1.0,1.0,,,
260071800,Chubut,26077,1.0,,,,1.0
260071900,Chubut,26049,1.0,,,,1.0
260072000,Chubut,26077,1.0,,,,1.0
260072001,Chubut,26049,1.0,,,,1.0
260072002,Chubut,26105,1.0,,,,1.0
260072004,Chubut,26049,1.0,,,,1.0
260072005,Chubut,26049,1.0,,,,1.0
260072006,Chubut,26049,1.0,,,,1.0
260072007,Chubut,26042,1.0,,,,1.0
260072008,Chubut,26077,1.0,,,,1.0
260072009,Chubut,26077,1.0,,,,1.0
260072100,Chubut,26035,,,,,
260072200,Chubut,26021,1.0,,,1.0,
260072300,Chubut,26021,1.0,,,,1.0
260072400,Chubut,26035,1.0,1.0,,,
260072600,Chubut,26007,1.0,,1.0,,
260072700,Chubut,26014,1.0,,1.0,,
260072800,Chubut,26070,1.0,1.0,1.0,,
260073100,Chubut,26077,1.0,,,,1.0
260073200,Chubut,26021,1.0,,,,1.0
260073300,Chubut,26035,1.0,,1.0,,
260073400,Chubut,26007,1.0,,,1.0,
260073700,Chubut,26077,1.0,,,,1.0
260073800,Chubut,26014,1.0,,,,1.0
260073900,Chubut,26014,1.0,,1.0,1.0,
260074000,Chubut,26077,1.0,,1.0,,
260074100,Chubut,26014,1.0,,,1.0,
260074200,Chubut,26021,1.0,,1.0,,
260074400,Chubut,26077,,,,,
260074500,Chubut,26021,1.0,,,,1.0
260074600,Chubut,26014,,,,,
260074700,Chubut,26077,1.0,,,,1.0
260074800,Chubut,26014,,,,,
260074900,Chubut,26014,,,,,
260075000,Chubut,26042,,,,,
260075100,Chubut,26035,1.0,,,,1.0
260075200,Chubut,26021,,,,,
260075300,Chubut,26042,1.0,1.0,1.0,1.0,
260075400,Chubut,26077,1.0,,,1.0,
260075500,Chubut,26105,1.0,,,,1.0
260075501,Chubut,26105,1.0,,,,1.0
260075600,Chubut,26035,1.0,,,,1.0
260075700,Chubut,26063,1.0,,,,1.0
260075701,Chubut,26070,1.0,,,,1.0
260075702,Chubut,26070,1.0,,,,1.0
260075703,Chubut,26042,1.0,,,,1.0
260076000,Chubut,26007,1.0,,,,
260076100,Chubut,26007,1.0,,1.0,,
260076200,Chubut,26007,1.0,,,,
260076300,Chubut,26021,1.0,1.0,1.0,,
260076500,Chubut,26007,1.0,,,,1.0
260076700,Chubut,26021,1.0,,1.0,,
260076900,Chubut,26035,1.0,,,,
260077000,Chubut,26084,,,,,
260077100,Chubut,26084,,,,,
260077200,Chubut,26098,,,,,
260077300,Chubut,26035,,,,,
260077500,Chubut,26014,,,,,
260077600,Chubut,26091,,,,,
260077700,Chubut,26077,,,,,
260077800,Chubut,26021,1.0,1.0,1.0,,
260077900,Chubut,26014,1.0,,,,1.0
260078000,Chubut,26007,1.0,,1.0,,
260078100,Chubut,26021,1.0,,1.0,,
260078200,Chubut,26077,,,,,
260078300,Chubut,26077,1.0,,,,
260078400,Chubut,26021,,,,,
260078500,Chubut,26077,,,,,
260078501,Chubut,26077,,,,,
260078502,Chubut,26077,,,,,
260078503,Chubut,26077,,,,,
260078504,Chubut,26077,,,,,
260078505,Chubut,26077,,,,,
260078506,Chubut,26077,,,,,
260078507,Chubut,26077,,,,,
260078900,Chubut,26035,1.0,,,,
260079000,Chubut,26077,,,,,
260079100,Chubut,26014,1.0,,1.0,,
260079200,Chubut,26021,1.0,,1.0,,
260079300,Chubut,26007,1.0,,1.0,,
260079400,Chubut,26007,1.0,,1.0,,
260079500,Chubut,26021,1.0,,1.0,,
260079600,Chubut,26077,1.0,,1.0,,
260079700,Chubut,26077,1.0,1.0,1.0,,
260079701,Chubut,26077,1.0,1.0,1.0,,
260079800,Chubut,26021,1.0,,1.0,,
260079900,Chubut,26021,1.0,,1.0,,
260080000,Chubut,26077,,,,,
260080100,Chubut,26035,,,,,
260080300,Chubut,26007,1.0,,,,1.0
260080400,Chubut,26077,1.0,,1.0,,
260080500,Chubut,26021,1.0,,1.0,,
260080600,Chubut,26091,1.0,,1.0,,
260080700,Chubut,26021,1.0,,1.0,,
260080800,Chubut,26021,1.0,1.0,1.0,,
260080900,Chubut,26007,1.0,,1.0,,
260081000,Chubut,26021,1.0,,1.0,,
260081100,Chubut,26021,1.0,,1.0,,
260081200,Chubut,26035,1.0,,,,1.0
260081300,Chubut,26021,1.0,,,,1.0
260081400,Chubut,26007,1.0,1.0,1.0,,
260081500,Chubut,26021,1.0,,1.0,,
260081600,Chubut,26077,,,,,
260081700,Chubut,26021,1.0,,,,1.0
260081800,Chubut,26007,,,,,
260081900,Chubut,26035,1.0,,1.0,,
260082100,Chubut,26042,,,,,
260082400,Chubut,26007,1.0,1.0,1.0,,
260082500,Chubut,26007,1.0,,,1.0,
260082600,Chubut,26035,1.0,,1.0,1.0,
260082800,Chubut,26021,1.0,,1.0,,
260083000,Chubut,26021,1.0,1.0,1.0,,
260083100,Chubut,26007,,,,,
260083200,Chubut,26021,,,,,
260083300,Chubut,26091,1.0,,1.0,1.0,
260083400,Chubut,26035,,,,,
260083500,Chubut,26035,1.0,,1.0,,
260083600,Chubut,26098,1.0,1.0,1.0,,
260083700,Chubut,26105,1.0,,,,1.0
260083800,Chubut,26014,,,,,
260083900,Chubut,26021,1.0,,,,1.0
260084000,Chubut,26021,1.0,1.0,1.0,,
260084100,Chubut,26021,1.0,,,1.0,
260084200,Chubut,26007,,,,,
260084300,Chubut,26077,,,,,
260084400,Chubut,26077,,,,,
260084500,Chubut,26014,,,,,
260084600,Chubut,26021,,,,,
260084700,Chubut,26091,,,,,
260084800,Chubut,26007,,,,,
260084900,Chubut,26014,,,,,
260085000,Chubut,26014,1.0,1.0,,,
260085100,Chubut,26091,1.0,,,,
260085101,Chubut,26084,1.0,,,,
260085102,Chubut,26084,1.0,,,,
260085300,Chubut,26014,1.0,,,,1.0
260085400,Chubut,26014,1.0,1.0,,,
260085500,Chubut,26014,,,,,
260085600,Chubut,26007,1.0,,,1.0,
260085800,Chubut,26007,1.0,,,1.0,
260085900,Chubut,26042,,,,,
260086000,Chubut,26021,1.0,,,1.0,
260086100,Chubut,26056,,,,,
260086200,Chubut,26007,1.0,,,,1.0
260086300,Chubut,26007,1.0,,,,1.0
260086400,Chubut,26007,1.0,,,,1.0
260086500,Chubut,26007,1.0,,,,1.0
260086600,Chubut,26077,1.0,,,,
260086601,Chubut,26077,1.0,,,,
260086700,Chubut,26014,1.0,,,,
260086800,Chubut,26021,,,,,
260086900,Chubut,26035,1.0,,,,1.0
260087100,Chubut,26007,,,,,
260087200,Chubut,26042,1.0,,,1.0,
260087300,Chubut,26021,1.0,1.0,1.0,,
260087400,Chubut,26007,1.0,,,1.0,
260087500,Chubut,26007,1.0,,,1.0,
260087600,Chubut,26007,1.0,,,,1.0
260087700,Chubut,26007,1.0,1.0,,,
260087900,Chubut,26077,1.0,,,,1.0
260088000,Chubut,26077,1.0,,,,1.0
260088200,Chubut,26021,1.0,1.0,1.0,,
260088300,Chubut,26021,1.0,,,,1.0
260088400,Chubut,26014,,,,,
260088500,Chubut,26077,1.0,,,1.0,
260088600,Chubut,26091,,,,,
269000100,Chubut,26021,1.0,,,,1.0
269000200,Chubut,26021,1.0,,1.0,1.0,1.0
300000100,Entre Ríos,30056,1.0,,1.0,1.0,
300000300,Entre Ríos,30056,1.0,,1.0,1.0,
300000600,Entre Ríos,30015,1.0,,1.0,1.0,
300000700,Entre Ríos,30015,1.0,,1.0,1.0,
300000900,Entre Ríos,30015,1.0,,1.0,1.0,
300001000,Entre Ríos,30015,1.0,,1.0,1.0,
300001100,Entre Ríos,30015,1.0,,1.0,1.0,
300001200,Entre Ríos,30015,1.0,,1.0,1.0,
300001300,Entre Ríos,30015,1.0,,,1.0,
300001400,Entre Ríos,30015,1.0,,1.0,1.0,
300001500,Entre Ríos,30015,1.0,,1.0,1.0,
300001600,Entre Ríos,30015,1.0,,,1.0,
300001700,Entre Ríos,30035,1.0,,1.0,1.0,
300001800,Entre Ríos,30015,1.0,,,,1.0
300001900,Entre Ríos,30015,1.0,,1.0,1.0,
300002100,Entre Ríos,30049,,,,,
300002200,Entre Ríos,30049,1.0,,1.0,1.0,
300002300,Entre Ríos,30049,1.0,,1.0,1.0,
300002500,Entre Ríos,30015,1.0,,1.0,1.0,
300002600,Entre Ríos,30015,1.0,,1.0,1.0,
300002700,Entre Ríos,30015,,,,,
300002800,Entre Ríos,30015,1.0,,,,1.0
300002900,Entre Ríos,30015,1.0,,1.0,,
300003000,Entre Ríos,30015,1.0,,,,
300003100,Entre Ríos,30028,1.0,,1.0,1.0,
300003200,Entre Ríos,30028,1.0,,,,1.0
300003400,Entre Ríos,30028,1.0,,1.0,1.0,
300003500,Entre Ríos,30028,,,,,
300003600,Entre Ríos,30028,,,,,
300003800,Entre Ríos,30028,1.0,,1.0,1.0,
300003900,Entre Ríos,30028,1.0,,,1.0,
300004000,Entre Ríos,30028,1.0,,1.0,1.0,
300004400,Entre Ríos,30113,,,,,
300004401,Entre Ríos,30113,,,,,
300004700,Entre Ríos,30088,1.0,,,1.0,
300004800,Entre Ríos,30113,1.0,,1.0,1.0,
300004900,Entre Ríos,30113,1.0,,1.0,1.0,
300005000,Entre Ríos,30113,1.0,,1.0,1.0,
300005100,Entre Ríos,30088,1.0,,1.0,1.0,
300005200,Entre Ríos,30113,,,,,
300005400,Entre Ríos,30113,1.0,,1.0,1.0,
300005500,Entre Ríos,30113,1.0,,1.0,1.0,
300005600,Entre Ríos,30113,1.0,,1.0,1.0,
300005700,Entre Ríos,30113,1.0,,,1.0,
300005800,Entre Ríos,30113,1.0,,,,1.0
300005900,Entre Ríos,30113,1.0,,1.0,1.0,
300006000,Entre Ríos,30113,1.0,,1.0,1.0,
300006100,Entre Ríos,30113,1.0,,1.0,1.0,
300006200,Entre Ríos,30113,,,,,
300006201,Entre Ríos,30113,,,,,
300006300,Entre Ríos,30113,1.0,,,1.0,
300006400,Entre Ríos,30113,1.0,,,1.0,
300006500,Entre Ríos,30113,1.0,,1.0,1.0,
300006700,Entre Ríos,30113,1.0,,1.0,1.0,
300006900,Entre Ríos,30113,1.0,,1.0,1.0,
300007000,Entre Ríos,30113,1.0,,1.0,1.0,
300007200,Entre Ríos,30077,1.0,,,1.0,
300007300,Entre Ríos,30077,1.0,,1.0,1.0,
300007400,Entre Ríos,30077,,,,,
300007401,Entre Ríos,30077,1.0,,,,1.0
300007500,Entre Ríos,30028,1.0,,1.0,1.0,
