Cueanexo,Jurisdicción,Código de departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
20163100,Ciudad de Buenos Aires,2114,1.0,,,,
20163200,Ciudad de Buenos Aires,2102,,,,,
20163700,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20163800,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20163802,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20163803,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20163804,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20163900,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20164000,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20164300,Ciudad de Buenos Aires,2113,,,,,
20164400,Ciudad de Buenos Aires,2102,1.0,,,,
20164600,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20164800,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20164900,Ciudad de Buenos Aires,2114,1.0,,,,
20165000,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,,
20165100,Ciudad de Buenos Aires,2110,,,,,
20165200,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20165300,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20165301,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20165302,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20165303,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20165600,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20165800,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20165801,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20165802,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20165900,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20166000,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20166100,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20166200,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20166300,Ciudad de Buenos Aires,2101,,,,,
20166500,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20166600,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20166700,Ciudad de Buenos Aires,2111,1.0,,,,
20167000,Ciudad de Buenos Aires,2104,,,,,
20167100,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20167300,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20167500,Ciudad de Buenos Aires,2110,1.0,,1.0,1.0,1.0
20167600,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20167700,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20167800,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20167900,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20168000,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,
20168100,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20168200,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20168300,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20168400,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,,
20168500,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20168600,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20168700,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20168800,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,
20168801,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20168900,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20169000,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20169100,Ciudad de Buenos Aires,2115,1.0,,,,1.0
20169101,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,
20169200,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20169203,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20169204,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20169300,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20169400,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20169600,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20169700,Ciudad de Buenos Aires,2101,1.0,1.0,1.0,,
20169800,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20169900,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,1.0
20170000,Ciudad de Buenos Aires,2113,1.0,,,1.0,1.0
20170001,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20170100,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20170200,Ciudad de Buenos Aires,2107,1.0,,1.0,1.0,1.0
20170300,Ciudad de Buenos Aires,2103,1.0,,,1.0,1.0
20170301,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,,
20170500,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,1.0
20170600,Ciudad de Buenos Aires,2106,1.0,,1.0,,
20170602,Ciudad de Buenos Aires,2106,1.0,,1.0,,
20170603,Ciudad de Buenos Aires,2106,1.0,,1.0,,
20170900,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20170901,Ciudad de Buenos Aires,2112,,,,,
20171200,Ciudad de Buenos Aires,2102,1.0,,,1.0,
20171300,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20171700,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20171800,Ciudad de Buenos Aires,2113,,,,,
20171900,Ciudad de Buenos Aires,2102,1.0,,,1.0,
20172200,Ciudad de Buenos Aires,2101,,,,,
20172300,Ciudad de Buenos Aires,2110,,,,,
20172500,Ciudad de Buenos Aires,2115,1.0,,,,
20172700,Ciudad de Buenos Aires,2112,1.0,1.0,,,
20172800,Ciudad de Buenos Aires,2110,1.0,1.0,,,
20172900,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,,
20173000,Ciudad de Buenos Aires,2106,1.0,1.0,,,
20173200,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,,
20173300,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20173600,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,
20173800,Ciudad de Buenos Aires,2113,1.0,,,,
20173900,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,
20174400,Ciudad de Buenos Aires,2106,1.0,,,,
20174500,Ciudad de Buenos Aires,2115,1.0,,,,
20174600,Ciudad de Buenos Aires,2102,1.0,,,,
20174700,Ciudad de Buenos Aires,2103,,,,,
20174800,Ciudad de Buenos Aires,2101,1.0,,,,
20175000,Ciudad de Buenos Aires,2112,1.0,,1.0,1.0,1.0
20175100,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20175300,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20175301,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20175600,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20175601,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20175900,Ciudad de Buenos Aires,2110,1.0,,1.0,1.0,
20176000,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,,
20176400,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,
20176800,Ciudad de Buenos Aires,2105,,,,,
20176900,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,
20177500,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,
20177800,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20177801,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,
20178000,Ciudad de Buenos Aires,2103,,,,,
20178100,Ciudad de Buenos Aires,2101,1.0,,,,
20178200,Ciudad de Buenos Aires,2101,1.0,1.0,1.0,,
20178300,Ciudad de Buenos Aires,2108,1.0,,,,1.0
20178400,Ciudad de Buenos Aires,2101,1.0,,,,
20178500,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20178600,Ciudad de Buenos Aires,2114,1.0,,,,
20178700,Ciudad de Buenos Aires,2113,1.0,,,,
20178800,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20178900,Ciudad de Buenos Aires,2111,1.0,,,,1.0
20179200,Ciudad de Buenos Aires,2113,1.0,,,1.0,1.0
20179201,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20179800,Ciudad de Buenos Aires,2101,1.0,,,,
20180000,Ciudad de Buenos Aires,2101,1.0,,,,
20180300,Ciudad de Buenos Aires,2105,1.0,,,,1.0
20181100,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,
20181200,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,1.0,
20181500,Ciudad de Buenos Aires,2112,,,,,
20181700,Ciudad de Buenos Aires,2108,1.0,1.0,1.0,,
20181900,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,
20182200,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,
20182300,Ciudad de Buenos Aires,2108,1.0,,,,1.0
20182301,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20182600,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,,
20182601,Ciudad de Buenos Aires,2106,1.0,,,1.0,1.0
20183100,Ciudad de Buenos Aires,2103,,,,,
20183200,Ciudad de Buenos Aires,2108,1.0,,,,
20183300,Ciudad de Buenos Aires,2107,1.0,,,,1.0
20183400,Ciudad de Buenos Aires,2114,1.0,,,,
20183700,Ciudad de Buenos Aires,2108,,,,,
20183800,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20183900,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20184000,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20184100,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20184500,Ciudad de Buenos Aires,2104,,,,,
20184501,Ciudad de Buenos Aires,2107,,,,,
20184502,Ciudad de Buenos Aires,2101,,,,,
20184503,Ciudad de Buenos Aires,2107,,,,,
20184504,Ciudad de Buenos Aires,2104,,,,,
20184505,Ciudad de Buenos Aires,2104,,,,,
20184506,Ciudad de Buenos Aires,2101,,,,,
20184507,Ciudad de Buenos Aires,2107,,,,,
20184509,Ciudad de Buenos Aires,2107,,,,,
20184510,Ciudad de Buenos Aires,2108,,,,,
20184511,Ciudad de Buenos Aires,2115,,,,,
20184512,Ciudad de Buenos Aires,2108,,,,,
20184513,Ciudad de Buenos Aires,2115,,,,,
20184515,Ciudad de Buenos Aires,2101,,,,,
20184516,Ciudad de Buenos Aires,2101,,,,,
20184518,Ciudad de Buenos Aires,2108,,,,,
20184519,Ciudad de Buenos Aires,2104,,,,,
20184520,Ciudad de Buenos Aires,2104,,,,,
20184521,Ciudad de Buenos Aires,2108,,,,,
20184522,Ciudad de Buenos Aires,2108,,,,,
20184524,Ciudad de Buenos Aires,2108,,,,,
20184525,Ciudad de Buenos Aires,2108,,,,,
20184526,Ciudad de Buenos Aires,2108,,,,,
20184527,Ciudad de Buenos Aires,2104,,,,,
20184528,Ciudad de Buenos Aires,2109,,,,,
20184529,Ciudad de Buenos Aires,2101,,,,,
20184530,Ciudad de Buenos Aires,2104,,,,,
20184532,Ciudad de Buenos Aires,2104,,,,,
20184535,Ciudad de Buenos Aires,2101,,,,,
20184536,Ciudad de Buenos Aires,2104,,,,,
20184538,Ciudad de Buenos Aires,2115,,,,,
20184540,Ciudad de Buenos Aires,2104,,,,,
20184542,Ciudad de Buenos Aires,2103,,,,,
20184544,Ciudad de Buenos Aires,2113,,,,,
20184547,Ciudad de Buenos Aires,2110,,,,,
20184550,Ciudad de Buenos Aires,2101,,,,,
20184554,Ciudad de Buenos Aires,2109,,,,,
20184574,Ciudad de Buenos Aires,2108,,,,,
20184581,Ciudad de Buenos Aires,2102,,,,,
20184584,Ciudad de Buenos Aires,2101,,,,,
20184590,Ciudad de Buenos Aires,2108,,,,,
20184596,Ciudad de Buenos Aires,2105,,,,,
20184598,Ciudad de Buenos Aires,2108,,,,,
20184700,Ciudad de Buenos Aires,2102,,,,,
20185000,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20185001,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20185100,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20185200,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20185300,Ciudad de Buenos Aires,2103,1.0,,,,
20185600,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,,
20185601,Ciudad de Buenos Aires,2106,1.0,,,,
20185900,Ciudad de Buenos Aires,2115,1.0,,,,
20186500,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,
20186800,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,
20186900,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20187300,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,
20187700,Ciudad de Buenos Aires,2104,1.0,,,,
20188000,Ciudad de Buenos Aires,2106,1.0,,,,
20188200,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,,
20188300,Ciudad de Buenos Aires,2103,1.0,,1.0,1.0,
20188400,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20188600,Ciudad de Buenos Aires,2107,,,,,
20188700,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,
20188800,Ciudad de Buenos Aires,2105,1.0,,,,1.0
20188900,Ciudad de Buenos Aires,2103,1.0,,,,
20189000,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20189100,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20189200,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,,
20189201,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20189500,Ciudad de Buenos Aires,2107,1.0,,,,1.0
20189501,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,
20189700,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,
20189900,Ciudad de Buenos Aires,2104,1.0,1.0,,,
20190000,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,,
20190100,Ciudad de Buenos Aires,2107,1.0,1.0,,,
20190500,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20190501,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20190600,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,
20190700,Ciudad de Buenos Aires,2108,1.0,,1.0,1.0,1.0
20191000,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,
20191300,Ciudad de Buenos Aires,2104,,,,,
20191500,Ciudad de Buenos Aires,2115,,,,,
20191900,Ciudad de Buenos Aires,2107,1.0,,,,
20192100,Ciudad de Buenos Aires,2103,1.0,,,,
20192600,Ciudad de Buenos Aires,2115,1.0,,,,
20192700,Ciudad de Buenos Aires,2103,1.0,,,,
20193200,Ciudad de Buenos Aires,2101,1.0,,,,
20193400,Ciudad de Buenos Aires,2105,,,,,
20193500,Ciudad de Buenos Aires,2107,,,,,
20193700,Ciudad de Buenos Aires,2115,,,,,
20193800,Ciudad de Buenos Aires,2103,,,,,
20193900,Ciudad de Buenos Aires,2105,,,,,
20194100,Ciudad de Buenos Aires,2104,,,,,
20194200,Ciudad de Buenos Aires,2110,,,,,
20194300,Ciudad de Buenos Aires,2114,,,,,
20194400,Ciudad de Buenos Aires,2104,,,,,
20194500,Ciudad de Buenos Aires,2115,,,,,
20194600,Ciudad de Buenos Aires,2107,,,,,
20194700,Ciudad de Buenos Aires,2109,,,,,
20194800,Ciudad de Buenos Aires,2112,,,,,
20194900,Ciudad de Buenos Aires,2111,,,,,
20195000,Ciudad de Buenos Aires,2108,,,,,
20195100,Ciudad de Buenos Aires,2104,,,,,
20195200,Ciudad de Buenos Aires,2104,,,,,
20195300,Ciudad de Buenos Aires,2108,,,,,
20195400,Ciudad de Buenos Aires,2113,,,,,
20195401,Ciudad de Buenos Aires,2114,,,,,
20195500,Ciudad de Buenos Aires,2107,,,,,
20195700,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20195701,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20195800,Ciudad de Buenos Aires,2101,,,,,
20195801,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20195802,Ciudad de Buenos Aires,2107,1.0,,1.0,,
20195900,Ciudad de Buenos Aires,2103,1.0,,,,
20196000,Ciudad de Buenos Aires,2105,,,,,
20196200,Ciudad de Buenos Aires,2101,1.0,,,,
20200600,Ciudad de Buenos Aires,2101,,,,,
20200601,Ciudad de Buenos Aires,2113,,,,,
20200603,Ciudad de Buenos Aires,2104,,,,,
20200604,Ciudad de Buenos Aires,2103,,,,,
20200700,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20200702,Ciudad de Buenos Aires,2112,,,,,
20200703,Ciudad de Buenos Aires,2107,,,,,
20200704,Ciudad de Buenos Aires,2115,,,,,
20200900,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20201000,Ciudad de Buenos Aires,2101,,,,,
20201001,Ciudad de Buenos Aires,2110,,,,,
20201013,Ciudad de Buenos Aires,2109,,,,,
20201019,Ciudad de Buenos Aires,2104,,,,,
20201021,Ciudad de Buenos Aires,2105,,,,,
20201023,Ciudad de Buenos Aires,2104,,,,,
20201024,Ciudad de Buenos Aires,2108,,,,,
20201025,Ciudad de Buenos Aires,2114,,,,,
20201026,Ciudad de Buenos Aires,2112,,,,,
20201027,Ciudad de Buenos Aires,2115,,,,,
20201028,Ciudad de Buenos Aires,2114,,,,,
20201029,Ciudad de Buenos Aires,2106,,,,,
20201100,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20201200,Ciudad de Buenos Aires,2105,,,,,
20201201,Ciudad de Buenos Aires,2105,,,,,
20201300,Ciudad de Buenos Aires,2109,1.0,,,,1.0
20201301,Ciudad de Buenos Aires,2108,,,,,
20201400,Ciudad de Buenos Aires,2101,,,,,
20201403,Ciudad de Buenos Aires,2101,,,,,
20201500,Ciudad de Buenos Aires,2103,,,,,
20201600,Ciudad de Buenos Aires,2106,1.0,,,,
20201700,Ciudad de Buenos Aires,2101,,,,,
20201900,Ciudad de Buenos Aires,2105,,,,,
20202100,Ciudad de Buenos Aires,2105,,,,,
20202101,Ciudad de Buenos Aires,2115,,,,,
20202103,Ciudad de Buenos Aires,2109,,,,,
20202200,Ciudad de Buenos Aires,2103,,,,,
20202300,Ciudad de Buenos Aires,2101,,,,,
20202400,Ciudad de Buenos Aires,2103,,,,,
20202500,Ciudad de Buenos Aires,2103,1.0,,,,
20202600,Ciudad de Buenos Aires,2107,,,,,
20202609,Ciudad de Buenos Aires,2107,,,,,
20202610,Ciudad de Buenos Aires,2107,,,,,
20202700,Ciudad de Buenos Aires,2103,,,,,
20202701,Ciudad de Buenos Aires,2103,,,,,
20202702,Ciudad de Buenos Aires,2109,,,,,
20202704,Ciudad de Buenos Aires,2111,,,,,
20202705,Ciudad de Buenos Aires,2113,,,,,
20202800,Ciudad de Buenos Aires,2105,1.0,,,,
20202900,Ciudad de Buenos Aires,2106,,,,,
20202901,Ciudad de Buenos Aires,2107,,,,,
20203000,Ciudad de Buenos Aires,2112,,,,,
20203001,Ciudad de Buenos Aires,2107,,,,,
20203002,Ciudad de Buenos Aires,2114,,,,,
20203003,Ciudad de Buenos Aires,2103,,,,,
20203006,Ciudad de Buenos Aires,2111,,,,,
20203200,Ciudad de Buenos Aires,2113,,,,,
20203300,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20203500,Ciudad de Buenos Aires,2107,1.0,,,,1.0
20203600,Ciudad de Buenos Aires,2105,1.0,,,,
20203800,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20203900,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20204400,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20204700,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20205100,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20205300,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20206000,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20206100,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20206200,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20206300,Ciudad de Buenos Aires,2101,1.0,1.0,1.0,,
20207200,Ciudad de Buenos Aires,2114,1.0,,,,
20207400,Ciudad de Buenos Aires,2106,1.0,,1.0,1.0,
20207500,Ciudad de Buenos Aires,2108,1.0,1.0,1.0,,
20207800,Ciudad de Buenos Aires,2114,1.0,,,,
20207900,Ciudad de Buenos Aires,2103,1.0,,,,
20208200,Ciudad de Buenos Aires,2101,1.0,,,,
20208300,Ciudad de Buenos Aires,2112,1.0,,,,
20208500,Ciudad de Buenos Aires,2101,1.0,,,,
20208700,Ciudad de Buenos Aires,2102,1.0,,,,
20208800,Ciudad de Buenos Aires,2113,1.0,,,,
20208900,Ciudad de Buenos Aires,2102,1.0,,,,
20209000,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,,
20209100,Ciudad de Buenos Aires,2111,,,,,
20209300,Ciudad de Buenos Aires,2113,1.0,,1.0,1.0,
20209700,Ciudad de Buenos Aires,2115,,,,,
20209800,Ciudad de Buenos Aires,2113,1.0,,,,
20209900,Ciudad de Buenos Aires,2103,1.0,,1.0,,
20210100,Ciudad de Buenos Aires,2107,1.0,,1.0,1.0,1.0
20210300,Ciudad de Buenos Aires,2114,,,,,
20211400,Ciudad de Buenos Aires,2103,1.0,,,,
20211500,Ciudad de Buenos Aires,2103,1.0,,,,
20211800,Ciudad de Buenos Aires,2110,1.0,,,,
20212000,Ciudad de Buenos Aires,2101,1.0,,,,
20212700,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,1.0
20213200,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20213400,Ciudad de Buenos Aires,2113,1.0,,,,
20213500,Ciudad de Buenos Aires,2107,1.0,,,,
20213800,Ciudad de Buenos Aires,2109,,,,,
20213900,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20214000,Ciudad de Buenos Aires,2108,1.0,,1.0,,
20214100,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20214300,Ciudad de Buenos Aires,2108,1.0,,1.0,1.0,1.0
20214600,Ciudad de Buenos Aires,2107,,,,,
20214800,Ciudad de Buenos Aires,2106,,,,,
20215400,Ciudad de Buenos Aires,2102,,,,,
20215500,Ciudad de Buenos Aires,2114,,,,,
20215600,Ciudad de Buenos Aires,2101,,,,,
20215700,Ciudad de Buenos Aires,2101,,,,,
20215800,Ciudad de Buenos Aires,2104,,,,,
20215900,Ciudad de Buenos Aires,2103,,,,,
20216000,Ciudad de Buenos Aires,2107,,,,,
20216100,Ciudad de Buenos Aires,2107,,,,,
20216200,Ciudad de Buenos Aires,2113,,,,,
20216300,Ciudad de Buenos Aires,2113,,,,,
20216400,Ciudad de Buenos Aires,2107,,,,,
20216500,Ciudad de Buenos Aires,2110,,,,,
20216600,Ciudad de Buenos Aires,2109,,,,,
20216700,Ciudad de Buenos Aires,2115,,,,,
20216800,Ciudad de Buenos Aires,2112,,,,,
20216900,Ciudad de Buenos Aires,2111,,,,,
20217000,Ciudad de Buenos Aires,2111,,,,,
20217100,Ciudad de Buenos Aires,2110,,,,,
20217200,Ciudad de Buenos Aires,2104,,,,,
20217300,Ciudad de Buenos Aires,2109,,,,,
20217400,Ciudad de Buenos Aires,2108,,,,,
20217800,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,
20218000,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20218600,Ciudad de Buenos Aires,2101,1.0,,,,
20218700,Ciudad de Buenos Aires,2107,1.0,,,,
20219100,Ciudad de Buenos Aires,2101,1.0,,,,
20219300,Ciudad de Buenos Aires,2113,1.0,,,,
20219600,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20219601,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,
20219700,Ciudad de Buenos Aires,2110,,,,,
20219900,Ciudad de Buenos Aires,2108,1.0,,1.0,,
20220000,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20220100,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20220200,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20220300,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20220400,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20220500,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20220600,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20220700,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20220800,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20220900,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,,
20221000,Ciudad de Buenos Aires,2108,1.0,,1.0,,
20221100,Ciudad de Buenos Aires,2108,1.0,,1.0,,
20221200,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,,
20221300,Ciudad de Buenos Aires,2101,1.0,1.0,1.0,,
20221400,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,
20221500,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20221600,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20221700,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,
20221800,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20221900,Ciudad de Buenos Aires,2115,,,,,
20222000,Ciudad de Buenos Aires,2115,,,,,
20222400,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20223000,Ciudad de Buenos Aires,2103,1.0,,,,
20223700,Ciudad de Buenos Aires,2113,1.0,,,,
20223800,Ciudad de Buenos Aires,2101,1.0,,1.0,,
20223900,Ciudad de Buenos Aires,2108,1.0,,,,1.0
20224200,Ciudad de Buenos Aires,2101,1.0,,,,
20224300,Ciudad de Buenos Aires,2112,,,,,
20224400,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20224401,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20224402,Ciudad de Buenos Aires,2111,1.0,,,,1.0
20224600,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,,
20224601,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20225000,Ciudad de Buenos Aires,2105,1.0,,,,
20225200,Ciudad de Buenos Aires,2107,1.0,,,,
20227000,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,,
20227100,Ciudad de Buenos Aires,2108,1.0,1.0,,,
20227200,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,,
20227400,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20227500,Ciudad de Buenos Aires,2112,1.0,,,,1.0
20227600,Ciudad de Buenos Aires,2104,,,,,
20227601,Ciudad de Buenos Aires,2104,,,,,
20227700,Ciudad de Buenos Aires,2108,,,,,
20227800,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20227900,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20228000,Ciudad de Buenos Aires,2101,1.0,1.0,,,
20228200,Ciudad de Buenos Aires,2115,1.0,,1.0,1.0,1.0
20228300,Ciudad de Buenos Aires,2103,1.0,,,1.0,1.0
20228400,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,1.0,
20228700,Ciudad de Buenos Aires,2103,1.0,,,,
20229500,Ciudad de Buenos Aires,2114,1.0,,,,
20229600,Ciudad de Buenos Aires,2114,1.0,,,,
20230100,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20230300,Ciudad de Buenos Aires,2104,,,,,
20230301,Ciudad de Buenos Aires,2104,,,,,
20230400,Ciudad de Buenos Aires,2104,,,,,
20230401,Ciudad de Buenos Aires,2104,,,,,
20230500,Ciudad de Buenos Aires,2104,,,,,
20230600,Ciudad de Buenos Aires,2108,,,,,
20230601,Ciudad de Buenos Aires,2108,,,,,
20230700,Ciudad de Buenos Aires,2108,1.0,,1.0,,
20230800,Ciudad de Buenos Aires,2114,1.0,1.0,,,
20230900,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
